[05:01:16] [UISComponent.getImage/WARNING]: _bg1a 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _bg1b 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _bg1c 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _bg1d 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :bg2a 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :bg2 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :bg1 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :malody 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :warn 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :side3 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :side4 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :start2 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :side1 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :start1 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :side2 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :side0 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :bg1a 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: :bg2a 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: press-1 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: press-4 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: press-3 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: press-2 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: note-2 没有属性 tex4
[05:01:16] [UISComponent.getImage/WARNING]: note-1 没有属性 tex4
[05:01:16] [UISComponent.getImage/WARNING]: note-4 没有属性 tex4
[05:01:16] [UISComponent.getImage/WARNING]: note-3 没有属性 tex4
[05:01:16] [UISComponent.getImage/WARNING]: hit-4 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: hit-3 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: hit-2 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: hit-1 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: score-acc 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: pause 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: score-combo 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: judge-3 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: judge-2 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: judge-4 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: judge-1 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: score-score 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: score-maxcombo 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _gauge3a 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _gauge3b 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _gauge3c 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _bg1a 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _bg1b 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _bg1c 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _bg1d 没有属性 tex
[05:01:16] [UISComponent.getImage/WARNING]: _bg2a 没有属性 tex
[05:01:34] [UISSkin.parseMUI/INFO]: 引用 mui: main.mui
[05:01:34] [UISComponent.getImage/WARNING]: :bg2 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: :bg1 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: note-2 没有属性 tex4
[05:01:34] [UISComponent.getImage/WARNING]: note-1 没有属性 tex4
[05:01:34] [UISComponent.getImage/WARNING]: hit-4 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: hit-3 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: hit-2 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: :malody 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: score-acc 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: hit-1 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: note-4 没有属性 tex4
[05:01:34] [UISComponent.getImage/WARNING]: note-3 没有属性 tex4
[05:01:34] [UISComponent.getImage/WARNING]: score-score 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: press-1 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: :warn 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: press-4 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: pause 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: press-3 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: press-2 没有属性 tex
[05:01:34] [UISComponent.getImage/WARNING]: score-maxcombo 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg2a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side3 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side4 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :start2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :start1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side0 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: score-combo 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :bg1a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _gauge3a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: judge-3 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _gauge3b 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: judge-2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _gauge3c 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: judge-4 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: judge-1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg1a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg1b 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg1c 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg1d 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :bg2a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :bg2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :bg1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :malody 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :warn 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side3 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side4 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :start2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :start1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :side0 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :bg1a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: :bg2a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: press-1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: press-4 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: press-3 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: press-2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: note-2 没有属性 tex4
[05:01:35] [UISComponent.getImage/WARNING]: note-1 没有属性 tex4
[05:01:35] [UISComponent.getImage/WARNING]: note-4 没有属性 tex4
[05:01:35] [UISComponent.getImage/WARNING]: note-3 没有属性 tex4
[05:01:35] [UISComponent.getImage/WARNING]: hit-4 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: hit-3 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: hit-2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: hit-1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: score-acc 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: pause 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: score-combo 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: judge-3 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: judge-2 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: judge-4 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: judge-1 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: score-score 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: score-maxcombo 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _gauge3a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _gauge3b 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _gauge3c 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg1a 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg1b 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg1c 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg1d 没有属性 tex
[05:01:35] [UISComponent.getImage/WARNING]: _bg2a 没有属性 tex
[05:01:45] [UISEditor$10.lambda$new$0/INFO]: Selected File: D:\malody\skin\Benzene_SDVX_V1.0a - 副本\main.mui
[05:01:45] [UISComponent.getImage/WARNING]: :bg2 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :bg1 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :malody 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: score-acc 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: score-score 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :warn 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: pause 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: score-maxcombo 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: _bg2a 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :side3 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :side4 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :start2 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :side1 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :start1 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :side2 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :side0 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: score-combo 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :bg1a 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: _gauge3a 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: _gauge3b 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: _gauge3c 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: _bg1a 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: _bg1b 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: _bg1c 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: _bg1d 没有属性 tex
[05:01:45] [UISComponent.getImage/WARNING]: :bg2a 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :bg2 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :bg1 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :malody 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :warn 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :side3 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :side4 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :start2 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :side1 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :start1 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :side2 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :side0 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :bg1a 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: :bg2a 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: score-acc 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: pause 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: score-combo 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: score-score 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: score-maxcombo 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: _gauge3a 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: _gauge3b 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: _gauge3c 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: _bg1a 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: _bg1b 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: _bg1c 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: _bg1d 没有属性 tex
[05:01:46] [UISComponent.getImage/WARNING]: _bg2a 没有属性 tex
[05:02:07] [UISSkin.parseMUI/INFO]: 引用 mui: main.mui
[05:02:08] [UISComponent.getImage/WARNING]: :bg2 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :bg1 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: note-2 没有属性 tex4
[05:02:08] [UISComponent.getImage/WARNING]: note-1 没有属性 tex4
[05:02:08] [UISComponent.getImage/WARNING]: hit-4 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: hit-3 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: hit-2 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :malody 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: score-acc 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: hit-1 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: note-4 没有属性 tex4
[05:02:08] [UISComponent.getImage/WARNING]: note-3 没有属性 tex4
[05:02:08] [UISComponent.getImage/WARNING]: score-score 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: press-1 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :warn 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: press-4 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: pause 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: press-3 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: press-2 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: score-maxcombo 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: _bg2a 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :side3 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :side4 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :start2 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :side1 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :start1 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :side2 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :side0 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: score-combo 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :bg1a 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: _gauge3a 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: judge-3 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: _gauge3b 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: judge-2 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: _gauge3c 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: judge-4 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: judge-1 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: _bg1a 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: _bg1b 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: _bg1c 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: _bg1d 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :bg2a 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :bg2 没有属性 tex
[05:02:08] [UISComponent.getImage/WARNING]: :bg1 没有属性 tex
